customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
VO38365,Washington,F,College,886114,90125.0,110.0,886114.95,Corporate Auto,SUV,128
SV35618,Oregon,F,Bachelor,593474,87747.0,147.0,593474.15,Personal Auto,SUV,46
RX12347,Nevada,M,College,354323,35695.0,90.0,354323.21,Personal Auto,Four-Door Car,432
FR55658,California,M,Master,349002,90985.0,87.0,349002.83,Personal Auto,Four-Door Car,78
XS12556,California,F,College,368309,0.0,101.0,368309.99,Corporate Auto,Luxury,564
ZU73588,California,M,College,598977,66839.0,154.0,598977.39,Personal Auto,Luxury,739
WT43034,California,F,High School or Below,1250084,0.0,165.0,1250084.3,Personal Auto,SUV,792
VM13430,Oregon,F,Bachelor,860915,79090.0,107.0,860915.82,Corporate Auto,SUV,289
TC78849,Oregon,M,Bachelor,249745,24825.0,64.0,249745.51,Personal Auto,Two-Door Car,155
VC34764,California,M,College,701917,26806.0,63.0,701917.72,Personal Auto,Four-Door Car,302
WO90953,Oregon,F,College,538792,56835.0,67.0,538792.63,Personal Auto,Two-Door Car,326
IU47468,Oregon,F,Bachelor,616555,0.0,88.0,616555.75,Special Auto,Two-Door Car,653
KO46064,California,M,Bachelor,273020,46135.0,69.0,273020.29,Personal Auto,Four-Door Car,103
RB34917,Arizona,F,Bachelor,516211,0.0,73.0,516211.69,Personal Auto,Four-Door Car,809
BI38192,Oregon,F,High School or Below,793706,22862.0,67.0,793706.48,Personal Auto,Two-Door Car,321
PU18983,Oregon,F,High School or Below,860815,21450.0,110.0,860815.72,Personal Auto,Luxury,528
SW79912,Oregon,M,Bachelor,263254,95854.0,65.0,263254.58,Personal Auto,Two-Door Car,312
ES39217,Oregon,F,Bachelor,778500,44897.0,99.0,778500.42,Personal Auto,Four-Door Car,580
KP72427,Washington,M,High School or Below,2163983,64455.0,108.0,2163983.86,Personal Auto,SUV,133
UA19178,Oregon,F,Master,498082,53265.0,62.0,498082.5,Personal Auto,Four-Door Car,238
PR53785,Arizona,F,High School or Below,745723,0.0,198.0,745723.78,Personal Auto,Luxury,1577
XF57481,Washington,M,Master,1064093,50450.0,90.0,1064093.93,Personal Auto,Two-Door Car,135
CN90378,California,F,High School or Below,686250,54780.0,88.0,686250.83,Personal Auto,Four-Door Car,135
KI56154,Nevada,M,High School or Below,904898,0.0,119.0,904898.34,Personal Auto,Luxury,571
UI55951,California,M,Bachelor,554803,67798.0,69.0,554803.19,Personal Auto,Four-Door Car,331
FF28650,Oregon,M,Bachelor,831268,21442.0,118.0,831268.16,Personal Auto,SUV,566
FS55302,California,M,Bachelor,238998,27615.0,62.0,238998.1,Personal Auto,Four-Door Car,297
TN79487,California,M,Bachelor,445811,17622.0,65.0,445811.34,Personal Auto,Four-Door Car,312
HG32616,Nevada,M,High School or Below,529574,50200.0,135.0,529574.17,Personal Auto,Luxury,637
UK41984,Arizona,F,Doctor,383960,0.0,112.0,383960.61,Personal Auto,SUV,537
LZ52266,California,F,High School or Below,373150,0.0,96.0,373150.46,Personal Auto,Four-Door Car,460
PM27367,California,F,Master,277890,73570.0,70.0,277890.37,Special Auto,Two-Door Car,75
ZK21724,Oregon,F,High School or Below,401654,0.0,111.0,401654.2,Personal Auto,SUV,799
BH35482,Washington,M,Doctor,493094,70412.0,61.0,493094.93,Corporate Auto,Two-Door Car,136
QE22757,Nevada,M,Doctor,249131,36631.0,62.0,249131.7,Personal Auto,Four-Door Car,67
ON77649,Oregon,F,College,290887,35895.0,73.0,290887.59,Personal Auto,Four-Door Car,312
RN82884,Arizona,F,College,428294,40864.0,109.0,428294.8,Personal Auto,SUV,166
CQ75652,Oregon,M,College,834162,0.0,118.0,834162.37,Personal Auto,Four-Door Car,566
FF58467,Arizona,F,Master,509078,93018.0,63.0,509078.13,Personal Auto,Four-Door Car,135
BS83666,Oregon,M,Bachelor,736618,70014.0,62.0,736618.83,Corporate Auto,Four-Door Car,17
WO29605,Oregon,F,College,243687,48875.0,61.0,243687.51,Personal Auto,Two-Door Car,1
TL77607,California,M,Bachelor,885268,67969.0,74.0,885268.87,Personal Auto,Four-Door Car,197
EZ50606,Oregon,F,High School or Below,2387547,0.0,108.0,2387547.68,Corporate Auto,SUV,612
OS39723,Oregon,F,Doctor,560049,68665.0,69.0,560049.65,Personal Auto,Two-Door Car,331
FN69743,California,M,College,463654,26802.0,66.0,463654.65,Corporate Auto,Two-Door Car,316
XW96958,Nevada,M,High School or Below,757334,0.0,110.0,757334.51,Corporate Auto,Four-Door Car,1193
TU92578,California,M,College,1469663,45345.0,125.0,1469663.55,Personal Auto,SUV,600
TL43709,Washington,M,Bachelor,897214,89689.0,74.0,897214.03,Personal Auto,Four-Door Car,136
YE68736,California,F,Bachelor,772484,32051.0,193.0,772484.01,Personal Auto,SUV,926
OB96537,Oregon,M,Master,594667,81139.0,74.0,594667.07,Special Auto,Four-Door Car,392
EU68825,Oregon,F,Master,800054,63834.0,100.0,800054.51,Personal Auto,Luxury,215
CC31456,Arizona,M,Bachelor,645756,37548.0,81.0,645756.1,Special Auto,Four-Door Car,160
DJ77787,Arizona,F,High School or Below,728144,0.0,69.0,728144.01,Personal Auto,Four-Door Car,371
LN26837,California,M,High School or Below,259243,72421.0,65.0,259243.78,Personal Auto,Four-Door Car,312
YI92916,Nevada,M,Master,467842,83102.0,116.0,467842.34,Corporate Auto,Four-Door Car,443
NW54906,Oregon,M,College,1386992,28432.0,118.0,1386992.71,Personal Auto,SUV,612
ME77513,Nevada,F,Master,871777,83707.0,108.0,871777.78,Corporate Auto,Four-Door Car,290
UK76891,California,F,College,523398,63259.0,65.0,523398.68,Corporate Auto,Four-Door Car,316
SI26888,Nevada,F,High School or Below,476418,0.0,67.0,476418.97,Personal Auto,Four-Door Car,405
YD74948,Oregon,F,College,247246,63860.0,62.0,247246.92,Personal Auto,Four-Door Car,208
HB64268,Washington,M,Bachelor,281369,43836.0,73.0,281369.26,Personal Auto,Four-Door Car,138
BW52697,California,F,College,550505,86132.0,68.0,550505.7,Personal Auto,Two-Door Car,301
NL41409,Oregon,F,Bachelor,260620,28519.0,66.0,260620.85,Personal Auto,Two-Door Car,456
OD69005,Arizona,F,High School or Below,1048194,39102.0,88.0,1048194.38,Personal Auto,Four-Door Car,152
ZZ91716,California,F,Bachelor,325676,0.0,89.0,325676.64,Personal Auto,Four-Door Car,491
UK70255,California,F,College,3047578,97298.0,128.0,3047578.05,Personal Auto,Luxury,48
QT25383,Nevada,M,High School or Below,636490,41986.0,84.0,636490.22,Personal Auto,Two-Door Car,430
AW18068,Arizona,M,High School or Below,946850,0.0,88.0,946850.93,Personal Auto,Two-Door Car,633
NS45347,Oregon,F,College,563145,17291.0,73.0,563145.19,Personal Auto,Four-Door Car,350
FV19421,California,M,Bachelor,778099,0.0,74.0,778099.93,Personal Auto,Four-Door Car,246
XW89091,California,M,College,981652,37256.0,62.0,981652.83,Personal Auto,Four-Door Car,128
YC11951,Oregon,M,High School or Below,751913,96306.0,95.0,751913.36,Corporate Auto,Four-Door Car,185
UY18770,California,F,Bachelor,1017971,14290.0,271.0,1017971.7,Personal Auto,Luxury,1300
RA49085,California,F,College,277283,37038.0,71.0,277283.92,Corporate Auto,Four-Door Car,9
BG84194,Oregon,M,College,403750,90760.0,103.0,403750.18,Special Auto,SUV,133
PT64580,Washington,M,Master,419196,77048.0,103.0,419196.61,Personal Auto,SUV,141
MR67738,Oregon,F,High School or Below,267686,54480.0,67.0,267686.79,Personal Auto,Four-Door Car,321
DM95829,California,M,College,252395,16244.0,68.0,252395.96,Personal Auto,Two-Door Car,623
DB75522,California,F,College,698840,22436.0,89.0,698840.16,Special Auto,Four-Door Car,427
LM34525,Washington,F,College,874205,71592.0,72.0,874205.78,Personal Auto,Four-Door Car,141
WW30771,Arizona,M,Master,267331,28728.0,67.0,267331.96,Personal Auto,Four-Door Car,321
QP65569,Arizona,M,High School or Below,1215732,57449.0,103.0,1215732.99,Personal Auto,Four-Door Car,494
TN50051,California,F,Doctor,295776,83318.0,73.0,295776.4,Personal Auto,Two-Door Car,211
UO86707,Washington,M,Bachelor,717390,75217.0,61.0,717390.94,Personal Auto,Four-Door Car,147
JA41698,Nevada,M,Bachelor,309953,0.0,102.0,309953.8,Corporate Auto,SUV,862
NX18774,Oregon,M,Bachelor,841568,55308.0,107.0,841568.46,Corporate Auto,SUV,513
DA69469,Oregon,F,College,2684312,36068.0,97.0,2684312.45,Personal Auto,Two-Door Car,113
CN23147,Oregon,M,Bachelor,1305717,48804.0,112.0,1305717.07,Corporate Auto,Four-Door Car,537
RA68844,Oregon,M,College,959995,0.0,131.0,959995.02,Personal Auto,SUV,943
GH42026,Oregon,M,Bachelor,853510,55790.0,111.0,853510.89,Personal Auto,SUV,117
BD16530,Arizona,F,Bachelor,829348,70258.0,69.0,829348.19,Personal Auto,Four-Door Car,225
JH91579,Oregon,F,Bachelor,684615,0.0,95.0,684615.03,Personal Auto,Two-Door Car,456
WK23685,Oregon,F,Bachelor,663685,47274.0,83.0,663685.98,Corporate Auto,Four-Door Car,182
GR62267,Washington,F,College,560908,44705.0,71.0,560908.25,Personal Auto,Two-Door Car,148
PI78084,Arizona,M,High School or Below,507732,0.0,73.0,507732.09,Personal Auto,Two-Door Car,525
GF97874,Washington,F,Master,527562,70446.0,65.0,527562.7,Personal Auto,Four-Door Car,155
ZH19885,Washington,F,High School or Below,251459,43860.0,65.0,251459.2,Personal Auto,Four-Door Car,156
UK25655,Oregon,F,Bachelor,343525,64348.0,86.0,343525.01,Personal Auto,Two-Door Car,212
QR45101,Oregon,M,Bachelor,662461,0.0,62.0,662461.18,Corporate Auto,Two-Door Car,297
EL93539,California,M,Master,575744,88997.0,72.0,575744.23,Special Auto,Four-Door Car,174
EE99484,Washington,F,High School or Below,251459,43860.0,65.0,251459.2,Corporate Auto,Four-Door Car,156
DP46882,California,F,High School or Below,288645,10312.0,78.0,288645.16,Corporate Auto,Four-Door Car,486
WP41146,California,F,High School or Below,534143,0.0,72.0,534143.88,Personal Auto,Four-Door Car,345
TK60799,Arizona,F,High School or Below,416001,96263.0,103.0,416001.81,Personal Auto,SUV,1
DN29808,California,F,College,284624,28919.0,72.0,284624.54,Corporate Auto,Four-Door Car,518
SS59521,Oregon,F,College,477025,0.0,68.0,477025.66,Personal Auto,Two-Door Car,326
NG66579,Oregon,M,Bachelor,505961,41869.0,64.0,505961.62,Personal Auto,Two-Door Car,262
TC14209,Arizona,F,High School or Below,909574,0.0,128.0,909574.46,Personal Auto,SUV,921
ED50963,California,F,High School or Below,268886,32808.0,68.0,268886.4,Personal Auto,Four-Door Car,541
GP40701,California,F,Bachelor,827763,79780.0,68.0,827763.76,Personal Auto,Four-Door Car,326
CP98451,Oregon,F,College,905793,91025.0,112.0,905793.53,Personal Auto,SUV,327
NX52648,California,F,High School or Below,380175,33043.0,95.0,380175.04,Personal Auto,Two-Door Car,456
ZC32510,Arizona,M,High School or Below,933934,69442.0,118.0,933934.16,Personal Auto,Four-Door Car,1265
NG27780,Oregon,M,College,252012,0.0,70.0,252012.32,Corporate Auto,Four-Door Car,63
HN95240,Arizona,F,College,498409,0.0,70.0,498409.53,Corporate Auto,Four-Door Car,336
EB59129,Oregon,F,Bachelor,259574,47234.0,65.0,259574.8,Personal Auto,Four-Door Car,15
RA70851,Oregon,M,High School or Below,743769,86863.0,92.0,743769.33,Personal Auto,Four-Door Car,441
PM19162,Oregon,M,Bachelor,1453678,25805.0,66.0,1453678.76,Personal Auto,Four-Door Car,375
MS59005,Nevada,M,Bachelor,591330,43676.0,76.0,591330.59,Personal Auto,Four-Door Car,364
SU71163,Arizona,M,College,277166,59855.0,74.0,277166.3,Personal Auto,Two-Door Car,355
BD35676,Arizona,M,Master,2919436,35296.0,126.0,2919436.64,Personal Auto,SUV,452
NI44621,Oregon,F,Master,988038,36576.0,125.0,988038.58,Personal Auto,SUV,113
EW33419,California,F,High School or Below,1511440,28513.0,100.0,1511440.24,Corporate Auto,SUV,480
HX44948,Oregon,M,Bachelor,575991,85448.0,72.0,575991.08,Special Auto,Four-Door Car,16
DL36983,Oregon,F,High School or Below,849516,23791.0,110.0,849516.42,Personal Auto,Two-Door Car,615
XR87264,California,F,Bachelor,438118,20597.0,112.0,438118.42,Personal Auto,Four-Door Car,615
NN99001,Arizona,F,College,699782,56940.0,87.0,699782.74,Personal Auto,Four-Door Car,512
XV95530,Oregon,M,Bachelor,1143058,93210.0,71.0,1143058.85,Personal Auto,Two-Door Car,74
OL97871,Oregon,F,Bachelor,748248,48992.0,94.0,748248.61,Personal Auto,Four-Door Car,426
HQ23708,Arizona,F,Master,859691,53736.0,71.0,859691.66,Personal Auto,Two-Door Car,169
WR63188,Arizona,M,College,785496,25378.0,66.0,785496.08,Personal Auto,Four-Door Car,419
NG82219,Oregon,F,Bachelor,258240,76731.0,64.0,258240.85,Personal Auto,Four-Door Car,201
KU29408,Washington,M,Master,907576,37722.0,116.0,907576.82,Corporate Auto,Luxury,158
RE46783,California,F,Bachelor,411858,69379.0,103.0,411858.86,Personal Auto,Two-Door Car,494
RU94434,Oregon,M,High School or Below,1215732,57449.0,103.0,1215732.99,Personal Auto,Four-Door Car,494
GI82355,Arizona,M,Bachelor,515281,0.0,68.0,515281.96,Corporate Auto,Four-Door Car,326
VO26340,Nevada,M,College,651297,0.0,93.0,651297.65,Personal Auto,Two-Door Car,669
NV61299,Arizona,F,Bachelor,2778969,33806.0,89.0,2778969.24,Corporate Auto,Four-Door Car,395
DX31066,Washington,F,College,266727,94041.0,66.0,266727.0,Personal Auto,Four-Door Car,159
CY50337,Oregon,F,College,1092840,74965.0,90.0,1092840.71,Personal Auto,Four-Door Car,58
TJ20375,Arizona,F,High School or Below,761538,34095.0,63.0,761538.13,Personal Auto,Two-Door Car,302
EP72155,California,F,College,200435,0.0,66.0,200435.07,Personal Auto,Four-Door Car,316
JJ76159,California,M,College,243468,96045.0,61.0,243468.12,Corporate Auto,Four-Door Car,8
BG15419,Nevada,F,Bachelor,1419536,86355.0,118.0,1419536.03,Personal Auto,Luxury,285
AO74776,California,F,High School or Below,942768,27824.0,118.0,942768.49,Personal Auto,SUV,566
HQ82233,California,M,High School or Below,1198242,42995.0,101.0,1198242.09,Personal Auto,SUV,410
OL72737,Oregon,F,High School or Below,310278,21235.0,79.0,310278.95,Personal Auto,Two-Door Car,244
ZQ59828,California,M,High School or Below,422263,74585.0,106.0,422263.12,Personal Auto,SUV,218
NZ15548,Oregon,M,Bachelor,402381,41833.0,103.0,402381.44,Personal Auto,Four-Door Car,643
XK61304,California,F,College,529715,23908.0,70.0,529715.18,Personal Auto,Four-Door Car,336
EJ44139,Oregon,M,Bachelor,2142363,0.0,65.0,2142363.72,Personal Auto,Two-Door Car,312
CM94425,Arizona,M,Bachelor,441620,61953.0,113.0,441620.62,Personal Auto,SUV,497
OV54878,California,M,Bachelor,463903,0.0,142.0,463903.52,Corporate Auto,SUV,1022
JF57282,Nevada,M,Bachelor,486354,0.0,137.0,486354.46,Personal Auto,SUV,657
MY37953,Arizona,F,Bachelor,2583090,73760.0,107.0,2583090.98,Personal Auto,Luxury,230
XP64922,Oregon,F,College,297431,23333.0,74.0,297431.49,Corporate Auto,Four-Door Car,5
WL65572,California,M,College,206445,0.0,61.0,206445.88,Personal Auto,Four-Door Car,292
LN50325,Arizona,F,High School or Below,1006460,20440.0,128.0,1006460.83,Corporate Auto,Luxury,614
HJ15383,Washington,M,Master,803240,27658.0,68.0,803240.19,Personal Auto,Four-Door Car,160
KH59823,California,M,College,548921,50943.0,139.0,548921.41,Special Auto,SUV,667
YM79169,California,M,Bachelor,261275,19003.0,71.0,261275.67,Personal Auto,Two-Door Car,34
DR38127,California,M,College,857346,46703.0,108.0,857346.39,Personal Auto,Four-Door Car,678
PU42145,California,M,Bachelor,2412750,14072.0,71.0,2412750.4,Personal Auto,Four-Door Car,511
KM33477,Oregon,M,College,855038,21733.0,73.0,855038.66,Corporate Auto,Four-Door Car,525
RI53167,Arizona,M,Bachelor,230864,20811.0,61.0,230864.8,Personal Auto,Four-Door Car,292
OF77789,Arizona,F,High School or Below,425462,11904.0,61.0,425462.07,Personal Auto,Two-Door Car,292
YB33445,Oregon,F,College,898285,43490.0,114.0,898285.04,Corporate Auto,SUV,174
BA17836,California,M,High School or Below,786816,57340.0,67.0,786816.6,Corporate Auto,Four-Door Car,159
JS43228,California,M,College,770424,49088.0,97.0,770424.87,Corporate Auto,Four-Door Car,698
BB11622,Nevada,M,Master,1055217,47761.0,131.0,1055217.0,Personal Auto,SUV,232
HQ70429,Washington,F,College,1604510,0.0,65.0,1604510.95,Personal Auto,Two-Door Car,163
WK88044,Arizona,M,Bachelor,873783,61281.0,110.0,873783.75,Personal Auto,SUV,79
LA80525,Nevada,M,Bachelor,545489,0.0,82.0,545489.07,Corporate Auto,Two-Door Car,393
EH16250,Arizona,M,Bachelor,770528,25290.0,66.0,770528.33,Personal Auto,Four-Door Car,382
PU41872,Arizona,F,High School or Below,703926,24239.0,88.0,703926.24,Personal Auto,Four-Door Car,48
HB85743,California,M,Bachelor,883808,82664.0,114.0,883808.56,Personal Auto,SUV,133
MM71959,Arizona,M,Bachelor,873352,83210.0,110.0,873352.73,Personal Auto,Luxury,528
MB83663,Oregon,F,Bachelor,959747,38736.0,81.0,959747.48,Personal Auto,Two-Door Car,561
KR43119,California,M,College,450666,0.0,66.0,450666.02,Personal Auto,Four-Door Car,316
KH24214,Oregon,M,College,1785797,55437.0,64.0,1785797.23,Personal Auto,Four-Door Car,445
AC40767,Washington,M,Bachelor,249780,68041.0,6464.0,249780.82,Personal Auto,Two-Door Car,165
HP55391,Oregon,M,Master,542613,0.0,71.0,542613.62,Corporate Auto,Four-Door Car,407
EG62398,California,F,High School or Below,799814,29066.0,100.0,799814.38,Personal Auto,SUV,844
VS19949,Nevada,M,Bachelor,289762,54337.0,72.0,289762.07,Personal Auto,Four-Door Car,345
AM92343,Oregon,F,High School or Below,1159950,67616.0,96.0,1159950.22,Personal Auto,Four-Door Car,340
GI68556,California,F,Bachelor,1514793,41082.0,63.0,1514793.06,Personal Auto,Two-Door Car,106
JT11876,Washington,F,High School or Below,543576,0.0,10202.0,543576.78,Personal Auto,Four-Door Car,626
XR64251,Nevada,F,Master,272535,36650.0,69.0,272535.64,Personal Auto,Four-Door Car,56
MK34957,Oregon,F,College,1329771,50631.0,112.0,1329771.23,Special Auto,SUV,784
GP18756,California,M,College,992704,19592.0,92.0,992704.97,Personal Auto,Four-Door Car,441
AP23850,Washington,F,High School or Below,1777154,0.0,114.0,1777154.9,Personal Auto,Two-Door Car,547
KQ65521,Arizona,F,College,1826927,55761.0,115.0,1826927.02,Personal Auto,Luxury,86
EJ19449,California,F,College,272221,17576.0,71.0,272221.07,Special Auto,Four-Door Car,398
QB70027,California,F,Bachelor,708321,41449.0,89.0,708321.24,Personal Auto,Four-Door Car,63
QW47320,California,F,Bachelor,1017971,14290.0,271.0,1017971.7,Personal Auto,Luxury,1300
KH64733,Nevada,F,College,588950,62007.0,73.0,588950.91,Personal Auto,Four-Door Car,120
ON59472,Arizona,M,High School or Below,1577139,21921.0,206.0,1577139.34,Corporate Auto,Luxury,1254
HP94242,Arizona,F,Bachelor,528817,42621.0,66.0,528817.33,Personal Auto,Four-Door Car,316
RV15398,Oregon,M,College,2758055,0.0,87.0,2758055.4,Personal Auto,Four-Door Car,417
EA25683,Washington,M,High School or Below,777853,63786.0,196.0,777853.23,Corporate Auto,Luxury,798
PW73754,California,F,High School or Below,734186,0.0,104.0,734186.13,Personal Auto,Luxury,82
MC71942,California,F,High School or Below,791919,82877.0,99.0,791919.7,Personal Auto,Two-Door Car,22
OX72195,Arizona,M,College,216387,0.0,63.0,216387.02,Corporate Auto,Two-Door Car,302
YQ99152,Nevada,M,High School or Below,978780,10475.0,88.0,978780.88,Personal Auto,Two-Door Car,422
KI19439,Oregon,F,High School or Below,520764,21952.0,66.0,520764.08,Personal Auto,Four-Door Car,316
PM76175,Oregon,F,Bachelor,2114727,49721.0,132.0,2114727.72,Corporate Auto,Luxury,639
US45383,California,M,College,1228076,88340.0,102.0,1228076.66,Personal Auto,Two-Door Car,489
GT38956,California,F,College,244139,0.0,65.0,244139.42,Personal Auto,Four-Door Car,312
SN41301,Oregon,M,Bachelor,653556,0.0,65.0,653556.06,Corporate Auto,Four-Door Car,468
BE62503,Washington,F,College,920659,24589.0,82.0,920659.83,Personal Auto,Two-Door Car,511
PA16884,California,F,Bachelor,411858,69379.0,103.0,411858.86,Personal Auto,Two-Door Car,494
NC58480,Nevada,F,Bachelor,483820,73769.0,61.0,483820.9,Personal Auto,Four-Door Car,239
NS39326,California,F,College,462554,66670.0,114.0,462554.81,Personal Auto,SUV,518
PN18507,Arizona,M,Bachelor,1404210,88854.0,118.0,1404210.3,Personal Auto,Two-Door Car,715
EK91340,Oregon,M,Bachelor,754661,31266.0,193.0,754661.35,Corporate Auto,Luxury,926
JY16280,California,F,High School or Below,251459,43860.0,65.0,251459.2,Personal Auto,Four-Door Car,156
ZW71731,California,M,Bachelor,517035,89284.0,133.0,517035.84,Corporate Auto,SUV,402
ZC24631,Oregon,M,College,1391737,67267.0,89.0,1391737.72,Corporate Auto,Four-Door Car,94
YR34689,California,F,High School or Below,1131813,79270.0,95.0,1131813.08,Personal Auto,Four-Door Car,456
RT65829,Oregon,M,Bachelor,427636,36692.0,109.0,427636.36,Personal Auto,Four-Door Car,523
BZ12077,Oregon,F,High School or Below,432224,0.0,119.0,432224.03,Personal Auto,SUV,571
WM65373,California,F,College,800230,0.0,107.0,800230.83,Corporate Auto,SUV,513
NH35059,Nevada,M,College,388545,0.0,105.0,388545.64,Corporate Auto,Four-Door Car,504
QD38160,Oregon,M,College,447177,0.0,135.0,447177.82,Personal Auto,SUV,972
BM15160,California,F,High School or Below,849635,44624.0,71.0,849635.28,Special Auto,Four-Door Car,73
VY79030,Arizona,F,College,2250088,0.0,71.0,2250088.35,Corporate Auto,Four-Door Car,340
EV19512,Nevada,F,Master,1630196,19614.0,85.0,1630196.76,Personal Auto,Two-Door Car,574
TE13577,Oregon,F,College,231973,0.0,64.0,231973.59,Personal Auto,Four-Door Car,632
WY97929,Arizona,M,College,871704,83846.0,74.0,871704.98,Special Auto,Four-Door Car,355
YG20683,Washington,M,College,286011,51159.0,72.0,286011.17,Personal Auto,Four-Door Car,4
FK75497,California,M,College,245340,83772.0,62.0,245340.83,Personal Auto,Two-Door Car,42
NE60110,Arizona,M,College,598977,66839.0,154.0,598977.39,Personal Auto,Luxury,739
TN36521,Arizona,F,College,2498022,88440.0,70.0,2498022.55,Personal Auto,Two-Door Car,27
HG33568,Arizona,F,Master,748263,25666.0,63.0,748263.95,Personal Auto,Four-Door Car,270
TW17878,Oregon,F,High School or Below,245757,52926.0,61.0,245757.6,Personal Auto,Four-Door Car,292
ZO83562,Nevada,F,Bachelor,237974,0.0,67.0,237974.12,Personal Auto,Four-Door Car,494
CH97539,Washington,F,Bachelor,828696,40001.0,70.0,828696.44,Personal Auto,Four-Door Car,142
CV29889,California,M,College,239391,0.0,70.0,239391.54,Personal Auto,Four-Door Car,425
MO33320,Oregon,M,College,465715,18024.0,65.0,465715.95,Personal Auto,Two-Door Car,312
QZ81258,Oregon,F,College,1319792,0.0,68.0,1319792.89,Personal Auto,Four-Door Car,326
NY56352,Oregon,F,Bachelor,280391,23220.0,74.0,280391.67,Personal Auto,Four-Door Car,251
EA27048,California,F,High School or Below,864650,64125.0,108.0,864650.41,Personal Auto,SUV,369
UT38865,Oregon,F,College,742587,58042.0,62.0,742587.06,Corporate Auto,Four-Door Car,161
QC89139,Oregon,F,High School or Below,452873,90034.0,112.0,452873.74,Corporate Auto,SUV,537
LA14484,Nevada,M,High School or Below,222707,27972.0,61.0,222707.28,Special Auto,Four-Door Car,292
HN57556,California,F,High School or Below,729294,0.0,65.0,729294.88,Personal Auto,Four-Door Car,312
CV31235,Arizona,M,Bachelor,318435,50989.0,80.0,318435.52,Corporate Auto,Four-Door Car,255
WR45726,Arizona,F,Bachelor,1131520,11885.0,101.0,1131520.37,Special Auto,Four-Door Car,484
LB25094,California,F,Bachelor,253070,89451.0,63.0,253070.51,Special Auto,Four-Door Car,61
KW56110,Oregon,M,Bachelor,1836155,0.0,182.0,1836155.53,Personal Auto,Luxury,1310
XO36233,Washington,M,Bachelor,864153,78904.0,109.0,864153.0,Personal Auto,SUV,250
ZX86243,Arizona,M,Doctor,327853,70247.0,83.0,327853.19,Personal Auto,Four-Door Car,141
DW29763,Arizona,M,High School or Below,527198,32653.0,67.0,527198.21,Personal Auto,Two-Door Car,321
CT83377,Washington,M,High School or Below,376363,93595.0,97.0,376363.77,Special Auto,Four-Door Car,49
OQ90898,California,M,Master,1395556,90279.0,115.0,1395556.96,Personal Auto,SUV,372
GO77248,Oregon,F,College,500152,0.0,72.0,500152.75,Personal Auto,Four-Door Car,542
QW33258,California,M,Bachelor,708283,53310.0,189.0,708283.04,Personal Auto,Luxury,1360
OU79745,California,M,College,761948,0.0,105.0,761948.28,Personal Auto,Four-Door Car,504
VZ79886,Oregon,F,Bachelor,1255088,22234.0,160.0,1255088.2,Personal Auto,SUV,768
FI92440,Washington,F,High School or Below,3219660,91375.0,99.0,3219660.04,Personal Auto,Two-Door Car,72
YG85980,Nevada,F,High School or Below,679377,22250.0,86.0,679377.41,Personal Auto,Two-Door Car,720
QM74621,Oregon,M,Bachelor,527231,0.0,80.0,527231.97,Personal Auto,Four-Door Car,576
EI71732,Oregon,F,Doctor,626534,0.0,84.0,626534.33,Personal Auto,Four-Door Car,481
VN79010,California,F,High School or Below,854758,51179.0,71.0,854758.61,Corporate Auto,Four-Door Car,466
FI61723,California,M,Bachelor,278742,38667.0,72.0,278742.37,Personal Auto,Four-Door Car,159
OH55411,California,F,Master,462680,79487.0,114.0,462680.11,Corporate Auto,SUV,547
TF10720,Nevada,F,Doctor,866336,67763.0,107.0,866336.4,Personal Auto,Four-Door Car,41
NW30838,Nevada,M,High School or Below,387222,0.0,62.0,387222.22,Corporate Auto,Four-Door Car,503
CB58476,Oregon,F,College,517081,0.0,71.0,517081.15,Corporate Auto,Four-Door Car,859
WI69346,California,F,Master,896028,71943.0,112.0,896028.02,Corporate Auto,SUV,305
FS76657,Oregon,F,College,547183,53526.0,68.0,547183.43,Personal Auto,Four-Door Car,278
YX89016,Oregon,M,College,3493100,35005.0,295.0,3493100.17,Personal Auto,Luxury,1416
PK28821,California,M,College,262039,24721.0,67.0,262039.23,Personal Auto,Four-Door Car,139
MB51200,Washington,M,College,1906949,0.0,102.0,1906949.95,Personal Auto,Four-Door Car,734
XG44587,Arizona,M,Master,575744,88997.0,72.0,575744.23,Personal Auto,Four-Door Car,174
FG91922,Arizona,M,Master,4022401,48587.0,111.0,4022401.36,Personal Auto,SUV,532
OM99303,Arizona,F,High School or Below,270148,76310.0,67.0,270148.83,Personal Auto,Two-Door Car,321
RV67546,California,M,Bachelor,371243,73205.0,92.0,371243.05,Personal Auto,Four-Door Car,37
UJ79253,Oregon,F,College,2185084,51056.0,78.0,2185084.0,Personal Auto,Four-Door Car,95
PN98247,California,M,College,784016,58414.0,210.0,784016.58,Personal Auto,Luxury,1008
IB67546,California,F,Bachelor,823703,23940.0,107.0,823703.79,Personal Auto,SUV,513
OE19087,California,F,High School or Below,224347,0.0,62.0,224347.39,Personal Auto,Four-Door Car,446
CM95716,California,M,Bachelor,843446,44216.0,71.0,843446.41,Personal Auto,Four-Door Car,72
MW62634,California,M,High School or Below,222707,27972.0,61.0,222707.28,Corporate Auto,Four-Door Car,292
QW67581,Arizona,F,High School or Below,517002,0.0,69.0,517002.6,Personal Auto,Four-Door Car,331
